magnitude,depth_km,population_density,infrastructure_index,historical_quakes_50km,aftershock_risk_score,label
7.417692339891744,590.069646195724,3594.694854760798,0.509928740597564,49,0.8736587319818913,earthquake
5.072149078264366,313.02625500845295,1817.722199688262,0.20697219061320699,27,0.24605698048682545,earthquake
8.010185439379677,667.1296379305123,4266.745885945395,0.6122560840648987,1,0.4889640742999828,earthquake
6.881576203415547,455.90541821269795,1242.8369433024309,0.24078594523002872,44,0.029717213356433292,earthquake
2.6592414352135467,82.01330685815535,2715.0477759287924,0.1548625005080704,47,0.008880193266448844,earthquake
8.82935646145729,619.6799987705336,961.4891248884533,0.5488010500859748,13,0.7054532209394645,earthquake
7.327977913932471,342.99636839072764,2501.7380511099177,0.6898361050419651,20,0.11829362246560071,earthquake
7.502450136938677,100.00563861306058,804.7092194430118,0.8687325757657537,1,0.5478082371108176,earthquake
2.8967954287288213,107.73040355515307,849.8141906390335,0.8045519985588733,40,0.69600748221002,earthquake
5.15270156526897,481.5862206418004,3080.5057163579777,0.8715164614808933,38,0.03223458622963926,earthquake
4.595586169628069,34.11338220391336,1355.7409087700453,0.7840618937388014,1,0.448741399145682,earthquake
8.487354921940213,201.32904167475547,903.2177714930241,0.7329154572155254,35,0.6841519369858398,earthquake
6.507055840564652,98.7115257384378,4652.352838168612,0.10912381222662967,20,0.88973098785485,earthquake
7.75933129289581,309.3131233024817,262.8660911632528,0.6634920806282895,27,0.29923010060165645,earthquake
5.103899391791318,290.63328662405854,2847.4831578446415,0.2084336237252059,10,0.9742165296843303,earthquake
3.5906710524934384,365.7916278475103,2763.906017074663,0.15280041909928696,40,0.8445414996596974,earthquake
5.8820935091108435,196.46579404266862,1290.513928295146,0.24077093689508988,20,0.6506350720818543,earthquake
2.446720792729227,23.39846897534586,2291.220138308448,0.8409629452975752,42,0.3919255072461312,earthquake
7.793418203948074,430.4558884680948,484.3020262590456,0.7694644537900193,7,0.7111103761994986,earthquake
6.421650793854454,262.2288840147636,3620.287222323234,0.953895164684691,29,0.8161932690703534,earthquake
7.306614180597617,456.28316411929245,1147.4008844652749,0.9810786327853694,15,0.3032998748865573,earthquake
4.481681776909078,76.95821259218366,1007.2575311414518,0.9039555877365839,48,0.9928300649070293,earthquake
8.794886170764322,10.630371350541182,1608.64846747364,0.21963344587929925,27,0.908619369754639,earthquake
8.251847849255384,174.55767927181964,4516.731105302553,0.8905444668324823,35,0.48550144034292264,earthquake
7.448684479516333,320.1265787728425,3992.509909003536,0.8547734213097807,4,0.7228299157753952,earthquake
3.362470954963773,276.45630994375864,4737.1168411121,0.8839772738737276,33,0.5240088946187819,earthquake
5.267047026089239,567.401486136153,3277.213612863773,0.2365170554048423,5,0.7609305521970262,earthquake
2.3066263605106014,265.10851329078395,3331.4614796088335,0.2051126449959858,18,0.8269822038779814,earthquake
3.0800264444728347,371.77838454255215,2426.153447159774,0.9314279916256735,11,0.023222555157042524,earthquake
6.781342672697182,415.86739911709236,4530.672300666529,0.2564439842210541,0,0.07913202970064925,earthquake
7.21333509135472,16.260142760422312,2578.841888888129,0.4317595579383411,29,0.336467415876727,earthquake
8.77256812703947,361.0782304154861,1807.547350435372,0.5103863645446542,12,0.9176136326323495,earthquake
4.2807775069670635,242.03705031978765,3219.8562990924424,0.211998275046608,25,0.3982735831433897,earthquake
4.593217942244082,295.474809250595,2753.390492334769,0.11857085922929267,38,0.8875122152019242,earthquake
5.286890678930655,71.10089154817993,663.8980857839827,0.9946814227904045,8,0.46243391263175293,earthquake
3.32629951359,548.191575388403,1993.9907988665263,0.888991520351465,35,0.2888529203115734,earthquake
2.9094505373483015,659.7405713151572,1600.960784917676,0.9211041364155735,14,0.9006451830624952,earthquake
5.329934483581536,16.565905620090405,4241.827186305102,0.3561067623449067,16,0.5606707689186775,earthquake
3.5883654433561887,421.3595612051322,1925.2706570168884,0.2980914154708952,28,0.3604842950300413,earthquake
6.688697962777573,534.9270030345623,4116.6984015625185,0.483279902357884,31,0.0444070036278168,earthquake
5.060063432106315,200.0805044662727,2239.8284898096804,0.5079874320802061,32,0.11093313244822389,earthquake
7.828747372404862,551.5013538193886,3779.8277890557697,0.10503949497781657,9,0.1393103276415305,earthquake
6.901855714015744,443.0161804856446,719.6455461303901,0.8013278013038496,28,0.3648362904106063,earthquake
4.186566489674288,650.484679957478,4627.018587309389,0.9970003343278155,13,0.607332955744344,earthquake
7.825818609766407,686.7223631362872,2428.7714594546455,0.5758217830918805,13,0.30759011442192985,earthquake
7.633350502477613,30.59993368509466,1336.0013158502165,0.4494328255112061,47,0.0655276337648002,earthquake
4.712348653211221,312.01149495787735,1245.373551505794,0.453476703899083,5,0.2648087373173338,earthquake
4.018296727511709,383.3444635171745,1362.132578446111,0.1864694189548906,20,0.40868165089961017,earthquake
