rainfall_mm,river_level_m,soil_moisture,population_density,infrastructure_index,label
174.23371302531032,8.80113148513207,32.96382496825097,373.7906394065671,0.8901757890331451,1
158.09149486916954,0.2993869033083829,39.36093466780771,2724.469914575685,0.3684497330500188,0
105.31108488100043,0.8455468816745448,86.73874198182585,4360.770539994907,0.7315923165262658,0
147.96379736883307,2.158106773078802,82.37253226147541,4494.6660677881355,0.37086803636484333,0
109.5289906347631,0.8234036046476267,92.12478850657132,3751.8054604604927,0.32279284144455844,0
197.37940064344573,8.280088128450227,83.86344045019965,4862.516022498344,0.47627190991485946,1
250.50889519812333,0.04043903604787902,12.933455051777665,2520.1607723633188,0.9482112774106242,0
236.0683310525957,6.516554504536314,33.024910190602306,2045.142093298395,0.845657517724095,0
102.20772701159791,4.554828667507804,29.254872908568895,1143.3612682235762,0.34953593861030996,0
152.82584815471554,7.727393704184086,37.89832945336183,2314.750301158382,0.4258495176953754,0
3.196889805327041,4.104028397834582,29.233903982247046,4293.856812777233,0.6473558165382661,0
261.0834417673065,6.450520137364462,78.48490649535208,319.5095958694486,0.48473429566273485,0
73.61874775558266,6.3925378499704735,70.0804855658092,1158.9093580883352,0.8849817830775709,1
132.32744824284038,3.638407273935693,19.88284451804565,4859.413728004482,0.5935857763883647,0
45.76513350568446,1.1419227519758723,17.9828147873072,3962.485849607068,0.8758419939863408,0
203.4325717268446,4.330227178945625,21.79908972629061,1428.23009667119,0.3300258687888076,0
163.58929700712238,8.750627124403747,31.406491475174537,4199.759242685847,0.7163546356582469,0
109.43692679621026,7.963828064732354,68.26713312337587,764.3404313522499,0.4717023277243151,1
160.5580932748659,3.7143569446927174,36.89004057078565,3350.6817020784424,0.19514843716705949,0
50.620976258134256,8.672580734169435,42.421370621857236,1036.4159665096613,0.4437392524513183,1
232.69152964389832,4.387319277973681,4.205600847905766,2678.6809782187624,0.40590289276945213,0
79.78774423386122,1.9624419352132372,48.012071109966314,3178.0253439591843,0.3895232759080838,0
184.5073709674726,8.640000538050955,44.158644587028725,3681.4157184351307,0.6645814142829379,0
269.8200112974675,4.936389001816865,68.3599643022691,4538.560907514943,0.4654612791414703,1
11.575682533746413,4.33832216099029,20.163947437473528,3977.5877299176796,0.2010448858624449,1
116.26018288582173,2.3491548004327023,72.26195340054056,1526.0312176445977,0.28962251915729154,0
40.47532790419057,7.646064513559232,71.77912425851778,4223.192804592266,0.5570369440205407,0
272.59731310657116,5.502231689169178,62.24039170148431,360.50702109754207,0.5651860574645531,0
108.02323335012727,2.0733584504952605,35.80705651729434,3695.379822223857,0.13322144603042213,1
64.00227799933528,2.5931417844839,5.868826264015425,2442.3028770661053,0.25763282128244525,0
202.94297270592193,3.8246427603257804,23.67129132400264,2226.1524033997443,0.6914119576941613,0
162.95783622769235,5.343247041429214,93.01530314507043,3517.503777909722,0.41838756407696,0
245.0810045223694,8.051773041656052,87.92365697111214,350.1445648606489,0.40146885026808987,0
225.92044761685364,2.072452397508263,19.718796997283704,4371.219190853396,0.14212804745623736,0
292.40095588585024,7.38584239672433,32.129361782575074,1331.8386852599563,0.4489087298120198,0
27.159692159766102,9.162275899284664,0.988552373968099,4080.3768663722235,0.15282238734665898,0
24.08183050695406,3.9568056837064303,31.049834941537256,1647.5758527861708,0.3542997750737352,0
272.2082095538153,3.658285337999824,80.05920562666981,3683.40439400219,0.20205066813560524,1
286.7196671798879,4.777094782913155,57.11769210099401,4600.719602959812,0.8540604841930817,1
121.99030378053955,8.171025741257669,86.88918954311814,3471.8830457303834,0.27853167649299065,0
136.76094890191877,0.9254294988035894,96.14897247659445,1212.4233193626912,0.2135946719123937,0
110.60948578166743,3.8726229463096318,22.120835020468487,3514.600708134289,0.8641123204932657,1
233.3060625239917,0.29319682417861426,55.47201114873545,3515.190866161681,0.6596938535160082,1
231.23598563305094,5.178437231051133,75.5152183108536,4625.770535729561,0.9559436290302095,1
66.12589845235605,9.44124122633771,62.16513803082325,1318.7747315144902,0.6642800139127427,0
115.1682389589855,1.6025204441756158,26.02608506930285,4848.30277248359,0.7086207656637169,0
63.73100311101266,2.5540105574778824,97.71606093444765,3441.563225609605,0.4252297075371003,0
13.987243502113344,6.98903355867127,67.43691058321737,1625.7228019120212,0.771080151830288,1
16.836439219178644,6.905135662497078,1.0155990386943592,2573.33046339768,0.6240621957091496,0
44.04693729613106,5.967230630986338,51.62352265393717,3820.8905169245854,0.2430313819549999,0
8.964610553241636,2.417178661188103,16.593080651756907,284.8120925524049,0.2398523239404654,0
126.95256188289133,0.6656627898060574,72.31235349003299,1714.3204616708122,0.679084941414597,0
19.205853111189242,2.2227494699519723,6.507398130078612,4440.390089167951,0.34491181216159444,1
254.22341748749386,6.390504546429069,34.066136273557014,579.3399587007358,0.5895554278656798,0
213.62459321904473,2.962399870527923,31.35010501078037,2663.631907703296,0.27319463864227445,0
235.09285295498654,8.417241754859287,89.14773823572865,2899.0626405540734,0.4773773834898456,0
185.24403545684066,6.162499036616644,87.36074547167053,1470.5741647004506,0.8761952367838416,0
199.16319955229218,0.49988094463537025,82.33395924678769,2051.4228259135125,0.7215752552435974,0
34.023010133471864,0.881938032671804,74.62671394747508,4555.536520544869,0.5386012350586539,0
17.450294560034507,2.80593548677765,95.44878838942908,348.9341236236722,0.542336372681379,1
296.7642336591382,5.735766188905968,19.117548225513794,848.9720619157498,0.44861615767102114,0
111.88480849324031,9.368755504623627,81.9947520204628,4510.8794549607555,0.6870107133500548,0
15.38100577159568,1.032483003151421,67.34490577171812,937.5701271068017,0.2695144025349319,0
47.89379761924663,8.30666553450124,70.14220689426416,912.6126638688332,0.403446069404778,0
262.2617990749514,5.728210888133257,42.68645665751109,2943.0641248231505,0.7117054789240755,0
61.73960298813987,3.6391839351563426,65.2224699289482,4922.613576084809,0.7497757693258111,0
140.11262138144082,6.429652198738554,23.741147200434177,2262.455011462455,0.8973729958399281,0
200.2422557994387,7.8501301683706455,53.02188546429731,2635.956805143931,0.37444929092927537,1
289.760331121777,3.587218591693765,97.06942084577521,4140.696692911484,0.8674603547937354,1
