rainfall_mm,slope_degree,soil_moisture,population_density,infrastructure_index,label
112.36203565420875,25.739814522761677,72.02679239473956,3288.8162915935773,0.10396144810340766,0
285.21429192297484,36.244454818499385,68.72830044131277,446.1612203413864,0.1002971433335288,1
219.59818254342153,34.20724184055716,9.575419866335766,1249.532566696008,0.5250371147156938,0
179.59754525911097,6.925495711219815,92.25724049058,3879.712765072291,0.1263643345048336,0
46.80559213273096,6.716226138366325,56.84722021568196,2666.9949757101576,0.9770792982961372,0
46.798356100860794,12.0678465485211,36.372552113568425,4643.446855845871,0.2998586570872528,0
17.42508365045984,16.248362685346674,75.65385834953067,2172.319471289704,0.5253982564283602,0
259.85284373248055,18.380501163381716,25.736545840163405,4355.5712107789195,0.15502386701100127,1
180.33450352296265,30.586374757500536,69.35098370463204,2272.3294155172757,0.5698435745541327,0
212.42177333881364,2.5506194474625934,3.971120757224722,4897.278979574827,0.44196051263266767,0
6.175348288740734,1.5602716901729874,83.9408037609272,4801.18018792444,0.1401940259895014,0
290.9729556485983,17.635975332475905,44.81708470213185,1679.2266925025976,0.40161184002660233,1
249.7327922401265,31.37236614620912,63.66929143579417,4435.322168563176,0.4522924182005701,1
63.701733203482846,8.704590433041716,22.123781980668365,4245.676302367464,0.990929342147446,0
54.54749016213019,28.867701656531327,67.7073712658448,1092.867966771436,0.2870972847274379,0
55.02135295603014,11.692266207313477,77.22402758932766,3140.237483877185,0.5903016538330897,0
91.27267288786132,39.873874896608235,47.321318688439874,409.77746216958354,0.9885839942787658,0
157.42692948967135,40.306047491997745,61.77269240617943,4191.718066888135,0.8128172871461217,0
129.58350559263474,13.377924192659693,45.63259238223986,914.0021233423079,0.99403075079388,0
87.36874205941257,10.349718928345823,89.40913692578455,400.5327718595343,0.9714684831941524,0
183.55586841671385,18.508678742980408,49.78691805143192,2031.0845229171155,0.5405855878847389,0
41.84815819561255,10.823921333106693,84.18087090288189,2905.764586068235,0.7267382648835092,0
87.64339456056544,30.257272948126666,80.13520582702486,4281.838944870867,0.19939881424703598,0
109.90855298810752,37.172910804672846,41.050482134835654,4872.500501332595,0.49703394254212174,0
136.82099526511078,30.289145891004765,23.008449185747505,2225.487937220825,0.8281166880400277,0
235.55278841790408,37.09577012622073,40.6082132559771,349.21226877708756,0.5548017888794291,0
59.90213464750792,17.864647299336337,82.62173757752201,3758.12211617806,0.7324291295355086,0
154.27033152408347,7.0342636818987385,22.763253581939235,2847.60761830849,0.7711761969858493,1
177.72437065861274,33.207792632891646,52.44363458577494,2267.0621569800924,0.3281222271186045,0
13.935123815999317,16.221352731369926,80.60967479607474,1580.8809500213388,0.8881294356483089,1
182.26345557043152,30.207187135310964,35.34774751283788,2536.8727128255014,0.5138401878182611,0
51.15723710618746,12.178977389179455,64.22096370026973,1726.4640420623032,0.28916659325938937,1
19.515477895583857,3.65533356630027,24.56315740488145,3797.2087453494332,0.8788742936095993,0
284.66566117599996,44.666180796949355,10.927944536815993,2742.2737976385733,0.47603692549562826,0
289.6896099223678,7.029067856876968,79.43842250928563,4390.396482062854,0.7752811945417477,1
242.51920443493833,44.478944728356645,9.896862340870683,2740.5423775147383,0.5932297649994337,0
91.3841307520112,43.97759696549013,27.13813950795846,1229.3989460326536,0.44368457701105035,0
29.30163420191516,35.721814675861786,85.51094219974401,4262.904817049115,0.8288887735347124,0
205.26990795364708,29.67403329368989,34.64692870786672,2808.2342724037176,0.6260229384801517,0
132.0457481218804,26.001317261298812,97.30453495141612,1073.8631388106282,0.45150589218432857,1
36.61147045343365,38.97456954200256,97.97343347738597,3136.3636592832995,0.1986380833016143,1
148.55307303338105,13.024778472876957,26.82760204535567,1820.6979864650164,0.9059007823900371,0
10.316556334565519,21.045654561819468,4.097822224989045,4229.807780845726,0.13192262680749992,0
272.79612062363464,27.872548621492587,70.50632842053791,2293.833706300387,0.8768686135312506,0
77.63399448000507,18.503571414127098,45.098650264834376,3645.884722631713,0.4239653723948399,1
198.75668530619458,19.236890434062058,10.07528439595763,522.904227799374,0.6754048871512652,0
93.51332282682328,14.862810037593798,70.75228189780428,2010.3205141966137,0.9299797514521168,0
156.02040635334325,25.390431750804122,3.1174909111921223,4917.045110538374,0.23653595395350857,0
164.01308380298389,38.27585376068022,87.01966904922422,4051.8784329118844,0.6102554280749292,0
55.45633665765811,9.068777010284078,13.865252911330373,841.7069717162968,0.7879895761331728,0
290.8753883293676,42.049486743904865,12.7311878746725,1424.9320449124127,0.7818254494471516,1
232.53984700833436,31.008944418670335,17.567229796858452,1682.5882538389874,0.5730687231395536,0
281.8496824692567,37.04729457060136,96.02663584920666,3269.309524452456,0.6622655139158122,0
268.44820512829466,25.028581168350524,69.3169360253846,3797.124059473795,0.7817742947195601,0
179.36999364332553,35.078251564082855,80.13715354636368,3760.1567135991536,0.8569248739816706,0
276.562270506935,0.7290178802760244,39.7634985732753,2573.876578716694,0.7856317871882773,0
26.54775061557585,36.827119115079086,33.631272750495555,4063.5616622988487,0.41860444886311843,0
58.79485872574356,1.8062486588414934,23.448400678316993,2213.5365096495016,0.9970537609519599,0
13.56818667316142,40.04610193632881,48.0648028312409,663.2087982130314,0.49105242434737395,0
97.5990992289793,44.63832362573895,55.18287335341685,2843.9871161863757,0.12201823248304008,0
116.6031869068446,13.233035797955,63.17748436527554,4763.891853775478,0.42635525642691585,0
81.40470953216877,9.464335032860715,25.71185039986945,3975.318574392931,0.21500465911645894,0
248.6212527455788,34.44135137361183,94.86540809029907,2914.5682060766,0.2092983541555375,0
