temperature_c,humidity_pct,vegetation_index,soil_moisture,population_density,label
38.99348052537927,75.85855680547488,2.6657724933027427,91.65923653643955,1529.6146039618616,0
31.364983678834612,29.896738017704084,0.7960567965591414,95.02136073945267,519.3479870521872,0
16.949741349269843,67.14383126292086,22.437546928024176,0.44101339803103157,675.4781636124691,0
47.14785527409925,71.42389576193715,79.93209480093296,31.70750313763564,944.3220844955629,0
49.31151965067333,37.78625412129506,90.47476581743871,83.73780294652269,1058.0840051064943,1
30.086519532414222,50.11730378505832,39.17683658985981,53.644520535153525,1249.1959555921933,0
36.47812825932645,43.35787359330201,56.31985966066786,80.75087334821528,1314.5271433692974,1
30.760451918531135,94.99815465368073,70.60526019553808,85.3323282837938,2305.795910163303,0
26.265787781014218,35.3951419234008,95.29366992517265,44.26262199413228,2572.3872945889043,0
17.706157750023266,22.415689011371274,91.29322372974316,35.898293802478555,1578.952080225462,0
30.96237056390546,39.73132007317994,5.719230338137993,45.54332660505255,4541.117278607605,0
43.6434594725808,68.60399222219115,24.81658432092808,65.27952026242663,2788.041630527825,1
15.596101138080126,71.2494555843392,4.9144543955177085,36.715915288681835,3948.0107937653634,0
35.37376891130778,92.78544495920066,61.65424209890513,77.49882886977527,4624.977270483175,1
45.82702380543411,88.76667606320187,71.0493316472639,90.39927936850223,857.5188171502358,1
22.61423005050253,32.39044943964117,30.828341235651145,28.23112021587265,2167.978694392391,1
21.413955264117178,48.24050865192166,85.38519081332146,96.49896441742395,2194.3914884873134,1
42.029681899568004,75.99055387742624,45.28127504114977,62.27252467253106,1804.6376396698531,0
23.928025089175264,92.07104165719238,99.83815150970126,87.8168771219741,94.08403943061771,0
21.719449364622697,37.030676221404725,0.039969258932492924,10.391643527210547,4089.0619335015704,1
28.229623769923226,47.22193624681461,10.948970841855665,25.149913705623874,602.2186416918189,0
28.737570429457627,90.45043569309284,30.179324293534037,32.10190794325922,4977.628959712707,0
45.59353720557981,39.05596795005015,2.5507597953713157,30.28221511745133,3876.144534960349,0
36.64552151767869,50.6487336882149,78.23394577382507,17.186115659853186,2921.0495871522467,0
29.208650971885625,90.92789341571749,5.277178787128722,86.82009475248323,815.3017678209073,0
33.70357875000184,81.21310570903557,74.89796332938272,41.861214128955005,2601.195208396573,0
48.3887831663846,28.125937875931264,5.256845878954941,96.31302124667882,1342.488267246154,1
18.962513681346337,35.85553121413367,25.27272646530456,58.34723667901471,1298.9964964881938,0
22.2700432603642,38.531079108637215,84.12768156585297,13.839463564486309,4156.169784443303,0
48.68850473052944,91.71015497595067,95.10952942377241,54.59047098339571,1934.1898985992016,0
48.50636969845215,99.89870502493122,41.45263426605123,99.35451477242422,2281.0828267844804,0
21.20078974426704,78.53040870476678,96.99389643125514,56.51716870992748,4222.675452011586,0
20.07880859938544,51.01099873688313,62.688092375854254,0.1869345129562605,484.56359730827063,1
29.737979701851692,5.966512716410502,41.58351224329314,93.30799035904191,2993.358372800695,0
16.74014023707892,71.26136537680595,80.2801343967917,23.489440612818935,2912.167622796537,1
37.921623629979905,41.98931062728955,29.532852014020115,68.85290530689566,2154.8121178700426,1
17.712360758160976,65.13371467171751,26.57962613602184,51.50801549554427,4157.38447504926,0
17.031036948299825,62.63592652893073,65.65476769110742,32.543375684088616,4717.305803611678,0
31.981542767309723,50.6790453745668,39.0487361968095,28.26395236763887,2353.412516472373,0
48.522532263853556,94.71680278400068,13.591802694497957,92.87598625071047,2307.9279024420784,1
29.937857762210584,7.198902808757458,6.696423528990881,91.19258959198372,2535.2154618701866,0
27.47684055311929,72.65258602489588,78.78425762484773,51.313484005377916,3629.4639526236547,1
49.92848504258001,43.93478748845687,67.59107318023446,25.84951955351392,3356.8984389598636,1
33.618913627271425,72.81009279670307,41.17982246066033,10.234203217199777,1153.032998574091,0
28.1334492411587,69.14586651626503,89.62276351710567,15.65763828590856,366.2819755667494,1
28.505128466956066,5.9726102447195615,41.08567524425995,52.22517257406045,4748.807942593107,0
21.823582361172868,32.107157041593766,71.02954714653835,30.782996057900913,1342.295310681836,0
32.92780701066386,22.96369444785914,90.91152752072928,4.20681422599567,3211.053589218429,1
30.359925985880203,20.86370352953677,84.07154587084435,45.516738531110015,4150.7681135814255,0
24.47783537215947,74.20528499150761,51.1104776339579,74.61892924643136,1536.3699152085721,1
20.618903031061592,27.757378163846838,68.06363924467327,89.16951159599876,3195.3953976017974,1
25.89336040336438,50.10007342379358,41.3665776727369,58.528404568308936,584.1061936886633,0
32.80391646907053,28.463954552139555,64.7197172294114,72.3292123842446,4851.1606496595205,1
17.04166452996806,60.122213226356344,25.755243834539588,36.407047086493236,337.88346150059806,0
20.381041000438458,73.45450796569696,43.47421137695533,49.62381792169395,2218.9646355128325,0
48.16800434391834,36.452100176326766,20.954573760183905,72.96268565100293,2707.255248197115,1
33.999937286096866,62.28698058727659,3.8184952679548023,72.76582273722944,3962.884804383652,0
17.220725628101327,83.3612035693052,58.85398505753723,42.45262645695041,649.586159508485,0
39.25807155693505,13.951307090626708,86.44293453507976,54.366734155832276,2231.999470583124,1
17.163100452766216,72.51370690892077,2.557827462319151,92.38553395509695,1533.572269240089,0
40.86059794662305,35.69876972136112,19.60297407292959,63.199760494323364,1594.4530426820331,0
41.24869526020094,16.651745869869707,46.018505927042,64.25746256865897,3905.0001845229917,1
37.78776415122384,56.83714972336313,66.58968168422533,78.462029238536,77.03167790757405,0
40.62715906167724,26.494920330434518,17.122919366988643,11.522289631597282,3757.964024613033,0
18.07880233545702,83.02937030356998,5.669482897062428,52.28842916487275,4061.472229109376,0
40.43731933243437,9.075111405452233,51.90487177268892,95.9431736270982,4511.743107018241,1
19.784091190335904,14.37202514573526,81.87097130573088,36.16603921760989,3153.0649259908932,1
26.882706754514533,54.494631968652605,3.523490931277129,29.4926146422091,1700.603874947594,1
47.99608387252215,60.94946948731089,34.93694503590259,60.12079656047577,2164.81192611691,0
32.6006417180699,74.33923312966095,66.35147427933352,22.111942456530343,4850.193607322774,0
48.85992512290549,29.629769183958413,13.0742006102467,55.5945156523649,4411.874790857469,0
18.112286061035814,84.96723878026272,23.594677689275677,15.565201085764057,2344.453250042238,0
31.714480984711305,95.5485222785094,53.5492643786266,57.97934606979056,4718.161885199066,0
17.184081209690472,52.40873384151204,95.3231696364218,60.23791836451775,4123.626633261972,0
37.05735918397497,77.25047967213112,28.734261824375608,41.840047901226285,4510.394815215984,0
17.754745047898073,54.86059368166031,48.752742122071034,38.27464254386885,3430.7373111508086,0
21.137873088913206,11.599367794160008,39.993086306441825,24.545827840044932,4295.387515136876,0
24.059060852424818,35.980593720049,89.739667203008,33.09223078335943,4464.242399604913,0
41.206034808256916,13.311235514566425,7.188986403111564,49.834596719136336,505.4820934763235,0
20.738674158632616,98.94351632922628,56.61475913407643,24.765890102910106,4827.82403447026,1
44.632121865257375,26.75746164697083,84.6119699189944,78.28344633718626,1701.3848388821134,0
19.616637859078033,65.41053984449329,98.81175770625917,70.90352413257716,2227.5025724376096,0
16.233555717455474,32.012784684769045,69.87254975218073,26.930586714599546,3969.9236080044357,0
28.826589663938375,67.05839045881297,37.99354756665245,9.7435163101548,3341.2367125838637,0
49.28045746899533,24.98816063269583,41.18243525339439,0.01800389839627936,4470.646566558484,0
18.861977972607203,79.60065626145708,35.16822197427639,59.67188523814889,2032.8400663450223,0
18.560145541387016,15.527102269480372,60.361309980695346,21.136374645364885,1897.776410196985,0
41.29082787784684,90.03928800857662,73.9405770718251,1.2582470101539123,206.85980522953238,0
25.925659289774785,84.84006079137548,81.9467563588931,35.908527059202264,2340.4906145148075,0
40.10485660290009,69.48669764564663,41.659310968317186,96.19984623174334,3634.1503131290883,0
22.00037063051772,11.404389578570544,71.67085022590392,68.99428076298173,1540.8346522497695,0
31.102519796935702,24.81405769124819,91.62225920297765,85.7763702922458,2340.496242685515,0
24.285145721212125,86.63935159065221,92.08247944507053,14.473909826073006,1136.0189540021263,0
30.80348752076804,16.587571258746536,70.40290027146425,7.3288154619436385,3875.2996390637304,1
41.91839824048563,19.81354914926191,63.69021928125361,1.1529763509722457,349.53222863867813,1
41.67034791671816,56.68031575677447,53.152607552500676,95.56622900194871,3541.6461222524663,0
33.05203006858032,31.046856769062654,18.319766818212855,30.020273535354846,1925.7530581376682,1
47.493014530236785,26.097191494673304,12.362965260541847,45.9504942340858,255.90054346624794,0
24.232443585689587,59.702276025577156,48.57110067893803,39.45236236017745,4274.674457094339,1
23.410897289173157,40.39478426351276,15.944415620745932,73.04569353928592,2464.2232227467675,0
36.483224041140176,18.35319019311853,57.6999925669336,30.996488195274306,3016.628899599839,0
36.74539619758762,55.81110791681912,64.57027303012181,53.545288261405155,3673.5519230460613,0
16.62890138477409,41.76617831146916,52.56155975200407,99.55822649554675,3292.618443355884,0
36.272219933541415,74.77909355600809,3.6426712512613646,44.40635513442363,3667.7415105323275,1
28.105265507215503,14.761767020455974,5.772795880233216,55.12715406997556,3823.2943386603956,0
41.16048838621957,63.95825817486752,11.334118468148546,50.25280623108378,2966.300076294824,0
43.28369825908455,46.466866059608535,15.364580498833902,80.31861581360322,1859.9072629933958,0
34.32538368414628,43.57587812997839,98.98826137693332,26.6839654033575,1253.553641095896,1
15.059676102579278,27.067330360792415,34.449501686312246,17.043801614279698,4519.371021431297,0
37.27280335583247,7.890472679257556,29.197337364128618,75.4093158264862,4851.127980959191,1
41.210844788307696,85.53047346464132,5.226663566422907,41.561818636865425,1820.430637736134,0
23.714414318102996,36.00895817327046,63.532039068559655,91.37260089766872,605.9381089078861,0
31.26261003992761,69.70364877433548,65.21907851312807,64.41592857933976,1151.5597692263348,0
48.80043181941259,95.0208029787872,17.544868957866466,56.43431117117426,3369.803362636588,1
25.43404436879362,58.674078317802504,91.92415409246131,7.045705482587716,906.0201812937372,1
22.810363786460925,42.728955739387295,80.04935465951273,73.0411905137798,3911.605251651891,0
22.379917666730357,30.48598880312685,23.031931680750805,68.60403655129582,4618.999687379832,0
34.558029202389875,93.73416030151188,48.58497309165374,64.00719244871547,4820.074999640294,0
48.242548545780224,69.79729771485857,45.83908561988499,26.790952357069052,96.16125457570887,0
36.30415452201241,68.20173235937315,34.85204443423208,94.67393216744445,4792.863116524362,0
25.6163092083181,45.48504088880131,81.76347128256131,32.165512703282005,3713.9623746916077,0
37.34994223236089,85.27962772240592,10.926448562115098,15.223095675393427,466.04864970582116,0
36.86948041592256,72.79885776590127,41.53142398277927,98.72011549350138,2105.440320454696,0
35.8923797505379,31.90241081919653,42.8031130549217,74.62462791237681,3515.2250991685696,1
20.57991724109057,61.95997270237956,46.87256046141797,41.47868823261813,4785.593188672194,0
37.2098379770748,45.86842568712024,86.13499910986286,93.59164308887068,862.4998983763933,0
30.055755838007485,5.626065468822738,21.816687020150127,9.111737436619727,682.2797455384223,0
15.650722051806168,81.72422599267075,10.292317351227275,8.766121642655778,2388.117913646299,0
33.891757050162326,16.668883147371574,61.7808462821108,68.24510186285855,4842.0895240055215,0
49.62433608264462,53.44567807024835,17.383447497804717,17.79720483788435,4858.327115527152,1
27.240885679539424,36.941488343057486,7.493208585461975,91.71395151932842,1178.177968211901,0
48.79457264115304,37.498458914064365,42.66492205710535,84.03591742988709,1630.7683824587139,0
18.367200958190807,50.34966392431176,21.964643085814096,30.636722410118644,4544.7583289410395,0
40.63575405535572,99.71719488187578,36.121661886798364,88.88395822693703,3687.4653797177175,1
19.001549813199237,43.7960696599902,25.971108010245747,4.288768700732836,4862.9663218552105,0
24.575005074434596,22.321276832574377,9.263646272341575,54.863785273749386,4471.084396926994,0
34.979429236274356,63.29260211469005,56.03472029242016,93.55627737088332,1114.7254490530295,1
35.74728928918621,27.447332263754518,2.701841803948568,85.53829789356982,3810.6479540927826,0
42.132396103195994,15.027167987730289,96.63753479943995,35.6073323800995,290.3978962225772,0
36.53589925296038,9.766546346263265,34.13305217349662,18.28704352346349,4098.272254770296,1
35.77651465331962,7.1737210318699685,69.51575104898038,21.054058840374456,3027.70597410081,0
46.93235804461984,45.96064158955105,81.03628725474499,51.45078780784053,4782.699765050485,1
30.8256263273205,45.5389490879724,27.910479553955515,59.67729438364741,4802.160654571939,1
22.884302254326926,22.62681300740553,74.87387091100682,3.281431662363643,301.53478967055855,1
20.66260047582706,79.48181010826488,83.24208554247096,41.35515592348881,844.5813535010508,0
28.99981088833249,17.28070965238848,24.13172338116135,83.03871156439045,2446.8248842275234,1
