wind_speed_kmph,pressure_hpa,humidity_pct,tide_height_m,population_density,label
137.3412185902231,954.252782538811,73.54507347478744,3.707776015587976,828.9616112054185,0
82.51281100235374,1021.0777928317106,99.23348471296906,4.405509375481584,152.86784510476912,0
56.068367876445556,999.4290250393624,86.38287050345204,2.315899376895005,1669.0754023599561,1
123.17143517980689,968.7240486942043,92.29243807782424,1.4458936583670379,4130.363056987837,1
148.05382249642233,990.0152152576662,71.98376857609574,1.5942328717773075,126.130807980947,1
50.91698695451925,997.6527881657419,95.23887495453732,3.4847412918219693,591.6979693133367,0
59.879980219175444,966.9994495358517,86.60755261407789,2.837790169957481,4043.931540846755,0
128.0587833902172,957.0155374877542,87.30639952227932,2.4324706548862856,1563.9659296026196,0
193.04465203611704,970.0599159375997,54.34656218662282,1.0138703938808702,4694.156896680864,0
42.77430733395513,953.570200119622,80.87283527265745,4.377278437494517,1932.2085078118764,1
130.84952714224193,955.2489882683644,66.76083674363468,3.9051022375370303,3993.6844489680243,0
181.31796821367763,961.7438782619943,83.4500832923119,0.703193008696148,1331.0097142476654,0
92.39335300887225,961.8804777986078,78.41070546540601,1.8369422730106832,356.0646301567595,0
63.36884529906492,968.5963688699987,55.55947533558522,2.710660468194457,4413.694704285543,0
133.37421304130828,1020.3071924141697,76.49938713830699,2.27169311385766,4640.1175544654,0
6.28636129615725,993.1865017155802,72.56292199525863,1.9889791936886918,3555.0933070466303,0
72.0321101066748,981.68788849551,88.8221745991801,3.5941594878026466,3861.8357268009195,0
51.594805363422715,992.2849751434255,75.13191354952491,0.27251752118918726,85.28171945490851,0
44.924340555685596,950.4283664885229,74.05810837997176,2.3570516956297096,3781.4264124160386,0
35.95185270539265,1017.106018228575,85.97454891462223,1.310908451948007,2387.3721150996935,1
147.41266031719078,989.9234855790459,83.42939450764386,0.42309192617379476,2291.3127503405763,0
191.01995906519286,983.8737998771676,99.59271893167286,2.3244357900148276,2723.3461063285845,0
76.95412906438857,1020.6201454535474,67.59763503725338,0.8568434553528437,1392.4905702372691,0
9.820661381608197,1004.7806063362785,84.41782843825472,1.2911214094510433,3496.6283463139657,0
143.78236273451557,975.3065630031717,58.36292779248477,2.5350436475503795,1513.1649165336885,1
107.6408668927179,1020.2118111092709,90.2280378617524,4.868544899664108,2815.102857938532,0
144.7289227691616,1013.8998218745162,89.30778092550003,3.4212750340177793,727.789782617098,0
129.58083283978127,1021.5900296982254,86.29103425462544,1.3981089907841238,3391.6243938281646,0
181.08719619269533,957.2167953058475,55.952538246895934,1.9120302628768826,988.583184547079,0
28.088038545383487,1021.6463667040362,99.37722937460697,2.030665761604886,893.549229453025,0
33.832369051948305,990.7162129153667,97.1305301720017,0.7681881167218857,170.20165372836505,0
68.31384480462741,1000.4161309694267,68.50457410677085,0.8032709442984037,652.8395900605825,0
98.27776319949055,965.9179174762882,78.86579422187727,0.7419736174368224,1201.2227131407171,0
185.14275620154416,960.5301117538971,94.44434850709666,2.6083206886845844,1150.431335412659,0
181.3928458699921,955.9540623182002,74.7321995262846,3.3709304336985415,1671.9735749277459,1
174.3744238538754,981.6734819108542,79.95816699722104,2.9536034230541333,319.3612694817432,0
44.50538678871838,966.6012102219439,80.16214295921165,4.888835927266743,4679.23019167367,1
145.93527544273712,956.121718152475,82.46274838747803,0.6293728612882593,639.9206027710393,0
